,Date,bitcoin,ethereum,tether,ripple,binancecoin,solana,usd-coin,dogecoin,cardano,staked-ether,tron,wrapped-bitcoin,hedera-hashgraph,stellar,chainlink,wrapped-steth,litecoin,avalanche-2,leo-token,sui,the-open-network,shiba-inu,usds,mantra-dao,polkadot,hyperliquid,weth,bitcoin-cash,ethena-usde,bitget-token,wrapped-eeth,uniswap,monero,near,whitebit,aptos,dai,ondo-finance,pepe,internet-computer,susds,aave,ethereum-classic,bittensor,okb,gatechain-token,official-trump,mantle,coinbase-wrapped-btc,polygon-ecosystem-token,vechain,sonic-3,celestia,algorand,tokenize-xchange,filecoin,kaspa,first-digital-usd,crypto-com-chain,jupiter-exchange-solana,cosmos,render-token,arbitrum,lombard-staked-btc,fasttoken,optimism,fetch-ai,kucoin-shares,maker,story-2,binance-peg-weth,quant-network,injective-protocol,solv-btc,kelp-dao-restaked-eth,xdce-crowd-sale,ethena,immutable-x,blockstack,worldcoin-wld,theta-token,sei-network,nexo,the-graph,lido-dao,rocket-pool-eth,usual-usd,movement,bonk,dexe,binance-staked-sol,flare-networks,mantle-staked-ether,berachain-bera,solv-protocol-solvbtc-bbn,jasmycoin,eos,gala,telcoin,tezos
10,2015-03-16,60818266.22008967,,49631.0,858077.9999999999,,,,65645.01205966143,,,,,,20557.692948045857,,,3556330.6680427943,,,,,,,,,,,,,,,,115175.57078860636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2015-03-17,50540130.74794698,,4284.0,791118.9999999999,,,,75960.97692811071,,,,,,4953.651085266652,,,6173121.268678159,,,,,,,,,,,,,,,,60562.51542158633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2015-03-18,123648767.77025564,,58.0,1627629.9999999998,,,,119477.155008804,,,,,,8765.030466606797,,,7459695.965769324,,,,,,,,,,,,,,,,50930.08445228224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2015-03-19,133194355.06279548,,857.0,2781010.0000000014,,,,101730.9537755353,,,,,,19293.230429723186,,,8201938.8816238735,,,,,,,,,,,,,,,,53712.39111900448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2015-03-20,59404464.50294682,,132.0,473002.00000000006,,,,38442.2930851421,,,,,,7930.808523674992,,,2717099.9476028183,,,,,,,,,,,,,,,,28389.34166827024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2015-03-21,54148215.13499707,,206.0,395304.0,,,,81265.82869084897,,,,,,21139.816946813386,,,2556179.05628368,,,,,,,,,,,,,,,,62423.54299248965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2015-03-22,51503307.06679215,,66.0,306336.99999999994,,,,121567.75157846564,,,,,,32071.09890090428,,,1657482.9686009164,,,,,,,,,,,,,,,,111852.6517281287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2015-03-23,73040649.64393184,,65.0,652545.0,,,,154789.48750462892,,,,,,49453.06875152347,,,2163682.58392906,,,,,,,,,,,,,,,,45526.97184984176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2015-03-24,153991184.32363835,,1179.0,627596.0000000001,,,,100603.64665482828,,,,,,11354.473863890053,,,4270237.660564695,,,,,,,,,,,,,,,,52742.22266906146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2015-03-25,175875957.5910767,,93.0,1141160.0,,,,85130.53821137096,,,,,,14338.041756232384,,,10292599.58444137,,,,,,,,,,,,,,,,105716.60502885694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2015-03-26,148675593.25572366,,2.0,614812.0,,,,55426.56297915935,,,,,,10010.074255620882,,,4267835.397946627,,,,,,,,,,,,,,,,46006.05450906242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2015-03-27,90325941.05609,,4.0,469718.0,,,,35617.301740404546,,,,,,16408.228613086754,,,2201342.643746196,,,,,,,,,,,,,,,,45551.73740479194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2015-03-28,82125758.55914597,,10.0,410183.0,,,,48858.4956800977,,,,,,21431.37269242707,,,1810081.7139742908,,,,,,,,,,,,,,,,76280.86872138592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2015-03-29,84472855.7931449,,27.0,410183.00000000006,,,,63575.62493800517,,,,,,2694.7507965691784,,,2059073.1549516325,,,,,,,,,,,,,,,,58352.11953355417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2015-03-30,96641741.12450412,,494.0,410183.0,,,,39920.90743438114,,,,,,22237.853350115467,,,2089452.908950756,,,,,,,,,,,,,,,,115545.58624840008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2015-03-31,76545513.49477836,,37.0,410183.00000000006,,,,54705.524580133286,,,,,,29729.858826099404,,,1751160.3098238509,,,,,,,,,,,,,,,,208886.70325706183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2015-04-01,78230800.04911813,,,725414.0,,,,75085.45260102981,,,,,,9316.760704176044,,,1842170.6577926725,,,,,,,,,,,,,,,,120823.2697283938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2015-04-02,95206093.35512508,,12864.0,385165.0,,,,39287.90244222437,,,,,,12453.628283491726,,,2105392.321594067,,,,,,,,,,,,,,,,88018.53926335869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2015-04-03,94243302.2942574,,79969.0,1008220.0,,,,37501.009170916856,,,,,,8419.62685365941,,,1948778.2506104773,,,,,,,,,,,,,,,,147796.5002991996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2015-04-04,63959131.20365665,,8887.0,303696.99999999994,,,,29687.461187524965,,,,,,6568.936829231487,,,1027506.5460739884,,,,,,,,,,,,,,,,146977.3811771712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2015-04-05,82969308.75347461,,2018.0,195218.4706475665,,,,67830.6386435785,,,,,,9068.63538495728,,,1901700.004900175,,,,,,,,,,,,,,,,156771.7474784735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2015-04-06,83832524.03554013,,3137.0,455711.4616083313,,,,39017.374653131126,,,,,,6686.873902716114,,,2178177.0455591856,,,,,,,,,,,,,,,,38107.11868137461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2015-04-07,88508043.4273131,,4.0,975135.9998169838,,,,36241.4941020314,,,,,,19950.55937911128,,,1308698.8529669188,,,,,,,,,,,,,,,,95401.72921136496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2015-04-08,106548662.28337549,,19191.0,870230.010522841,,,,43220.55229108568,,,,,,9891.014353058605,,,2834604.344944317,,,,,,,,,,,,,,,,33039.48628372782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2015-04-09,93749435.17178354,,1016.0,705618.2752189654,,,,45382.36441507407,,,,,,7741.511593800644,,,3205111.701164753,,,,,,,,,,,,,,,,25571.50707160698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2015-04-10,110710603.09814689,,100940.0,529357.2168632427,,,,55845.22068603766,,,,,,12765.636069274511,,,3465814.918608185,,,,,,,,,,,,,,,,74453.71303686914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2015-04-11,87634999.71721902,,1031.0,291629.27899655263,,,,34875.40735698452,,,,,,16860.962776710534,,,3735377.2379654953,,,,,,,,,,,,,,,,51053.45139990712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2015-04-12,62271722.260468975,,3177.0,199152.21485905632,,,,24847.78903231777,,,,,,44581.47504778513,,,3408134.1157242483,,,,,,,,,,,,,,,,26269.22855044142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2015-04-13,87796699.14598,,1228.0,350339.0200351952,,,,50217.774624673,,,,,,7746.148327563656,,,3533103.3022192414,,,,,,,,,,,,,,,,68519.02796633223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2015-04-14,109539415.0915327,,46015.0,576876.991754047,,,,69576.45613585963,,,,,,6009.266461305604,,,4352576.036572466,,,,,,,,,,,,,,,,41425.63458897003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2015-04-15,71588917.36395298,,50290.0,364410.9240620249,,,,52107.49835445686,,,,,,4211.498233210663,,,5939108.430539219,,,,,,,,,,,,,,,,24873.759278393187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2015-04-16,88471192.53868681,,40941.0,258195.4592438544,,,,49525.42352433848,,,,,,7435.09256780472,,,4050045.340867223,,,,,,,,,,,,,,,,43594.12739946514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2015-04-17,101386584.09915563,,46909.0,277507.10377971444,,,,52561.38841158783,,,,,,5499.286701281958,,,3224994.751183576,,,,,,,,,,,,,,,,27396.850110546737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2015-04-18,70165374.02114585,,50.0,181624.33430733008,,,,21792.57092203075,,,,,,6112.706234912048,,,1786879.9217299393,,,,,,,,,,,,,,,,39242.17018990776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2015-04-19,58633108.40665714,,44.0,227824.29629224056,,,,29533.39974057848,,,,,,4233.511921726557,,,2299688.689966014,,,,,,,,,,,,,,,,15209.57353951026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2015-04-20,63561423.223313816,,21.0,672612.4775347251,,,,48398.18611012488,,,,,,6870.187120101226,,,1855923.5183473,,,,,,,,,,,,,,,,24849.294093824443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2015-04-21,80763824.9531341,,16.0,637786.2103424026,,,,47547.87478822476,,,,,,13256.99246382125,,,2342032.88646752,,,,,,,,,,,,,,,,103435.4451103121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2015-04-22,72515582.86551493,,85933.0,623316.0719842911,,,,65550.58366173854,,,,,,5922.135678673285,,,3293532.6779978364,,,,,,,,,,,,,,,,29156.82573332901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2015-04-23,55130032.39951651,,40294.0,369870.03604514967,,,,51429.99579165283,,,,,,8480.024203320832,,,1632843.3457622228,,,,,,,,,,,,,,,,45643.883403332686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2015-04-24,73282646.18860614,,21625.0,428945.4964011491,,,,78423.71531444049,,,,,,5179.744611164874,,,2169614.705212067,,,,,,,,,,,,,,,,19053.03182461896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2015-04-25,58830426.88734985,,205.0,287289.59217455995,,,,37458.26372920749,,,,,,5060.462202463092,,,1546178.2414424017,,,,,,,,,,,,,,,,79557.72597247675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2015-04-26,96999963.63035092,,82.0,498330.3330935268,,,,67470.5740955757,,,,,,8134.317771533771,,,3322035.3535782443,,,,,,,,,,,,,,,,19864.15443603613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2015-04-27,95409417.4905671,,2045.0,787016.9210178633,,,,72033.55090402171,,,,,,12625.235634541645,,,2172303.212209564,,,,,,,,,,,,,,,,26213.69250081358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2015-04-28,71643965.12343475,,22881.0,581629.4462958049,,,,35401.02126639349,,,,,,7973.86648735053,,,1828187.5522141687,,,,,,,,,,,,,,,,94472.85545202743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2015-04-29,56781693.77813109,,30237.0,544565.5318157672,,,,39604.88330224853,,,,,,13921.555991434889,,,1602330.4468827266,,,,,,,,,,,,,,,,31314.33105445493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2015-04-30,103785827.2593271,,47.0,583316.9814553239,,,,54144.80924376014,,,,,,5355.325548654357,,,4379495.593336971,,,,,,,,,,,,,,,,29601.55257060784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2015-05-01,74708330.707501,,617.0,632072.1372709452,,,,94331.04368541688,,,,,,4378.926527275802,,,2137523.935160787,,,,,,,,,,,,,,,,13472.757448814564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2015-05-02,61431426.38713984,,3.0,100326.29376356912,,,,53063.62389766017,,,,,,7699.304211111422,,,1503573.1869638218,,,,,,,,,,,,,,,,12415.036680780551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2015-05-03,86630763.25450982,,12.0,435646.4558642411,,,,85958.36569641423,,,,,,4725.463189649496,,,3732693.745365809,,,,,,,,,,,,,,,,13510.408103425458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2015-05-04,84138462.79309112,,1547.0,262166.722504872,,,,60677.14603890436,,,,,,3325.9421991071185,,,2911235.197263999,,,,,,,,,,,,,,,,18859.840045091947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2015-05-05,71871894.07356025,,83139.0,563851.8377333258,,,,60213.29936873516,,,,,,5091.391256354343,,,1796700.8971653788,,,,,,,,,,,,,,,,22008.071005271333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2015-05-06,70623213.73756033,,23.0,505242.1261687293,,,,42482.0372925374,,,,,,2740.127081230164,,,1457257.8469419642,,,,,,,,,,,,,,,,29933.27279701732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2015-05-07,74887945.15831198,,11.0,2159727.763731245,,,,34793.81874823975,,,,,,16412.169648403244,,,3286311.7980883704,,,,,,,,,,,,,,,,29056.65172482872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2015-05-08,79882346.22687149,,119.0,437391.4552906824,,,,37243.80363047004,,,,,,37381.19167339268,,,3473083.459532219,,,,,,,,,,,,,,,,13650.695099818047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2015-05-09,79529081.71071678,,707.0,182288.74980789467,,,,36147.68325553108,,,,,,9843.98210684299,,,4054495.206405275,,,,,,,,,,,,,,,,34371.85984213821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2015-05-10,67810639.80677219,,2518.0,554266.4159916029,,,,46572.36043877657,,,,,,3620.4430637672726,,,4034596.219211864,,,,,,,,,,,,,,,,26470.438331904792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2015-05-11,70787411.31238237,,100.0,441133.091549178,,,,51278.708296785946,,,,,,6473.119278940161,,,1983036.4219838376,,,,,,,,,,,,,,,,39746.21134508683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2015-05-12,60882937.62553394,,484.0,966734.4412227006,,,,175089.7161226691,,,,,,14840.825102876965,,,2494227.9449937926,,,,,,,,,,,,,,,,26994.306833706927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2015-05-13,50100818.2870869,,4.0,931983.71435407,,,,461926.5660392899,,,,,,12307.8835562952,,,2298687.633937107,,,,,,,,,,,,,,,,25991.72802663907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2015-05-14,56975125.501362815,,879.0,639446.7019715194,,,,200268.08302662164,,,,,,8737.569908562524,,,1642719.9427861194,,,,,,,,,,,,,,,,24357.8524218854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2015-05-15,39256136.30427565,,265.0,252413.897106626,,,,158610.22797345312,,,,,,5196.512140496236,,,1258739.0467582757,,,,,,,,,,,,,,,,36575.7771155264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2015-05-16,26856157.04234676,,139.0,67763.93815060881,,,,84499.99386563901,,,,,,5796.669572264812,,,1296196.680613634,,,,,,,,,,,,,,,,48605.02075291584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2015-05-17,24401603.48024925,,194.0,355658.8612653525,,,,64247.55013181635,,,,,,9303.744148524322,,,940319.4660839476,,,,,,,,,,,,,,,,39684.59513359386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2015-05-18,33772801.85844162,,680.0,1222401.3574562843,,,,60363.66754590908,,,,,,9448.478412273733,,,1758007.6594334503,,,,,,,,,,,,,,,,64427.09457831687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2015-05-19,31085021.505248632,,23179.0,990976.8542198602,,,,222206.08136509988,,,,,,46449.75151659692,,,1286116.044962386,,,,,,,,,,,,,,,,63966.05125358694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2015-05-20,28778007.286285885,,25185.0,467420.88078784687,,,,294958.79335489473,,,,,,32927.31330195717,,,1092034.4608742362,,,,,,,,,,,,,,,,53401.1902852944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2015-05-21,27373179.763544746,,9751.0,182847.5465794344,,,,141358.55004494896,,,,,,10102.969761775768,,,1960084.0186083207,,,,,,,,,,,,,,,,113099.06120846448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2015-05-22,54518478.95936304,,46241.0,235787.48225875795,,,,264623.69805265864,,,,,,40881.50208258979,,,20598528.700470693,,,,,,,,,,,,,,,,53853.63318087764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2015-05-23,47757592.65993454,,18579.0,303130.7415894043,,,,389118.5309562192,,,,,,45367.92310117264,,,16958280.395400364,,,,,,,,,,,,,,,,39942.25363575096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2015-05-24,29761665.976133663,,1367.0,145157.050944778,,,,241493.1858293175,,,,,,25975.32771453828,,,8515556.975131275,,,,,,,,,,,,,,,,12869.962415166005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2015-05-25,30834563.231427405,,6858.0,305313.4451056279,,,,202518.71629685868,,,,,,43940.11021779668,,,5083343.096878937,,,,,,,,,,,,,,,,27370.44161999136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2015-05-26,30268982.762250736,,626.0,472593.09719923965,,,,417419.6479794097,,,,,,9903.397423670978,,,3409439.9505222505,,,,,,,,,,,,,,,,32505.197443643297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
